,zipcode_of_incident,date_rec,dow_rec,hour_rec,col,dens,houses,pop,unit_0_freq,unit_1_freq,unit_2_freq,unit_3_freq,unit_4_freq,unit_5_freq,unit_6_freq,unit_7_freq,unit_8_freq,unit_type
8084,94124,15,0,13,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,4
8085,94109,15,0,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8086,94109,15,0,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
8087,94102,15,0,14,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8088,94124,15,0,17,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8089,94114,15,0,12,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8090,94107,15,0,23,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
8091,94103,15,0,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,5
8092,94105,15,0,1,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
8093,94117,15,0,12,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
8094,94102,15,0,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8095,94107,15,0,18,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,4
8096,94109,15,0,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8097,94110,15,0,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8098,94118,15,0,22,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
8099,94117,15,0,12,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
8100,94117,15,0,12,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
8101,94124,15,0,23,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8102,94122,15,0,0,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,4
8103,94124,15,0,2,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8104,94102,15,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,5
8105,94103,15,0,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8106,94118,15,0,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,0
8107,94103,15,0,10,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8108,94132,15,0,14,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
8109,94102,15,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8110,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
8111,94109,15,0,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8112,94118,15,0,22,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8113,94116,15,0,11,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,8
8114,94110,15,0,19,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8115,94115,15,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
8116,94103,15,0,10,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8117,94115,15,0,9,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
8118,94118,15,0,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8119,94122,15,0,8,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
8120,94112,15,0,13,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
8121,94114,15,0,20,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8122,94110,15,0,8,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8123,94102,15,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8124,94121,15,0,17,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,0
8125,94104,15,0,20,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
8126,94109,15,0,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
8127,94124,15,0,5,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
8128,94114,15,0,6,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
8129,94103,15,0,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8130,94118,15,0,20,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,8
8131,94103,15,0,0,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
8132,94122,15,0,12,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,4
8133,94112,15,0,19,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
8134,94115,15,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,8
8135,94114,15,0,23,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,5
8136,94112,15,0,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
8137,94110,15,0,15,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8138,94133,15,0,12,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
8139,94108,15,0,10,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,5
8140,94111,15,0,7,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,0
8141,94131,15,0,16,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,0
8142,94109,15,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8143,94124,15,0,9,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8144,94124,15,0,22,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,5
8145,94108,15,0,21,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
8146,94111,15,0,3,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
8147,94117,15,0,12,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,6
8148,94109,15,0,16,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8149,94102,15,0,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8150,94134,15,0,21,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
8151,94105,15,0,10,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
8152,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
8153,94104,15,0,20,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
8154,94103,15,0,20,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
8155,94112,15,0,1,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
8156,94112,15,0,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,5
8157,94114,15,0,4,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
8158,94121,15,0,10,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
8159,94110,15,0,2,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
8160,94124,15,0,22,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8161,94121,15,0,15,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,0
8162,94114,15,0,4,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8163,94102,15,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8164,94110,15,0,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8165,94109,15,0,21,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8166,94103,15,0,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8167,94133,15,0,12,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,0
8168,94110,15,0,2,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
8169,94109,15,0,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
8170,94112,15,0,13,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
8171,94124,15,0,0,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
8172,94110,15,0,2,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8173,94102,15,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
8174,94132,15,0,10,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
8175,94109,15,0,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8176,94118,15,0,20,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
8177,94132,15,0,4,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
8178,94103,15,0,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8179,94103,15,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
8180,94103,15,0,2,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8181,94109,15,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8182,94107,15,0,23,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
8183,94109,15,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8184,94118,15,0,15,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,8
8185,94127,15,0,7,156.2,11839,8077,10960,10,38,1,18,6,2,3,3,9,1
8186,94103,15,0,21,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8187,94109,15,0,15,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
8188,94118,15,0,12,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8189,94115,15,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
8190,94114,15,0,18,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8191,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
8192,94108,15,0,21,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
8193,94118,15,0,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8194,94103,15,0,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8195,94107,15,0,21,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,4
8196,94122,15,0,21,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
8197,94109,15,0,7,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8198,94103,15,0,21,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8199,94105,15,0,10,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
8200,94109,15,0,13,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8201,94111,15,0,3,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,0
8202,94112,15,0,13,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,0
8203,94112,15,0,14,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
8204,94111,15,0,0,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
8205,94118,15,0,12,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
8206,94109,15,0,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8207,94112,15,0,13,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
8208,94114,15,0,22,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8209,94109,15,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8210,94111,15,0,6,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
8211,94123,15,0,11,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,4
8212,94124,15,0,17,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,5
8213,94102,15,0,23,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8214,94109,15,0,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8215,94124,15,0,18,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8216,94110,15,0,14,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,5
8217,94114,15,0,16,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8218,94102,15,0,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8219,94114,15,0,4,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
8220,94103,15,0,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8221,94112,15,0,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
8222,94118,15,0,12,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8223,94102,15,0,23,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
8224,94118,15,0,15,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,0
8225,94117,15,0,1,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
8226,94133,15,0,0,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
8227,94102,15,0,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8228,94114,15,0,2,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,5
8229,94105,15,0,7,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
8230,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,2
8231,94132,15,0,14,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
8232,94108,15,0,21,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,0
8233,94133,15,0,21,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
8234,94115,15,0,5,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
8235,94103,15,0,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
8236,94114,15,0,12,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
8237,94112,15,0,21,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
8238,94109,15,0,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8239,94114,15,0,8,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
8240,94127,15,0,20,156.2,11839,8077,10960,10,38,1,18,6,2,3,3,9,3
8241,94110,15,0,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,6
8242,94133,15,0,2,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
8243,94122,15,0,18,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
8244,94103,15,0,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8245,94124,15,0,22,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8246,94102,15,0,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8247,94102,15,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
8248,94115,15,0,2,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
8249,94111,15,0,6,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
8250,94131,15,0,20,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
8251,94122,15,0,23,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
8252,94102,15,0,5,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8253,94102,15,0,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
8254,94103,15,0,21,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
8255,94121,15,0,15,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,5
8256,94132,15,0,10,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
8257,94117,15,0,23,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
8258,94105,15,0,21,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
8259,94105,15,0,1,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
8260,94103,15,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
8261,94108,15,0,5,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
8262,94121,15,0,12,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,5
8263,94105,15,0,22,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
8264,94118,15,0,15,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8265,94108,15,0,10,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
8266,94121,15,0,15,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,8
8267,94115,15,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,0
8268,94103,15,0,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8269,94108,15,0,6,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
8270,94112,15,0,9,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
8271,94110,15,0,3,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8272,94116,15,0,20,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,4
8273,94102,15,0,10,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8274,94103,15,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
8275,94117,15,0,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
8276,94104,15,0,10,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
8277,94131,15,0,16,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
8278,94102,15,0,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
8279,94116,15,0,15,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
8280,94115,15,0,2,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,5
8281,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
8282,94109,15,0,0,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8283,94103,15,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8284,94115,15,0,9,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
8285,94121,15,0,3,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
8286,94117,15,0,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
8287,94132,15,0,10,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
8288,94124,15,0,7,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,4
8289,94122,15,0,0,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
8290,94122,15,0,23,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
8291,94108,15,0,14,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,4
8292,94122,15,0,14,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
8293,94110,15,0,14,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
8294,94105,15,0,22,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
8295,94105,15,0,0,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
8296,94110,15,0,10,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8297,94102,15,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8298,94115,15,0,10,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
8299,94103,15,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8300,94102,15,0,10,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8301,94109,15,0,10,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8302,94102,15,0,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
8303,94102,15,0,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8304,94103,15,0,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
8305,94104,15,0,10,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,4
8306,94103,15,0,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
8307,94117,15,0,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
8308,94124,15,0,14,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
8309,94103,15,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8310,94133,15,0,9,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
8311,94102,15,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8312,94112,15,0,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,5
8313,94108,15,0,10,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
8314,94122,15,0,3,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
8315,94133,15,0,17,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
8316,94112,15,0,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
8317,94117,15,0,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
8318,94110,15,0,19,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8319,94121,15,0,17,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,6
8320,94110,15,0,2,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8321,94133,15,0,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
8322,94102,15,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8323,94114,15,0,22,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,4
8324,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8325,94117,15,0,8,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
8326,94108,15,0,19,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,0
8327,94109,15,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
8328,94112,15,0,13,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,0
8329,94110,15,0,9,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8330,94108,15,0,0,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,4
8331,94109,15,0,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
8332,94103,15,0,2,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
8333,94114,15,0,12,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
8334,94110,15,0,3,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8335,94132,15,0,5,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
8336,94102,15,0,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8337,94103,15,0,20,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8338,94102,15,0,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8339,94118,15,0,9,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
8340,94103,15,0,1,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
8341,94124,15,0,11,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
8342,94103,15,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8343,94124,15,0,12,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
8344,94110,15,0,13,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8345,94123,15,0,13,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,5
8346,94102,15,0,5,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8347,94108,15,0,5,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,0
8348,94110,15,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
8349,94104,15,0,20,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,8
8350,94102,15,0,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
8351,94107,15,0,11,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
8352,94115,15,0,12,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
8353,94114,15,0,23,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
8354,94107,15,0,15,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
8355,94109,15,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
8356,94109,15,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8357,94110,15,0,15,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8358,94102,15,0,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8359,94102,15,0,5,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8360,94118,15,0,13,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
8361,94102,15,0,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8362,94108,15,0,10,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,0
8363,94103,15,0,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
8364,94109,15,0,21,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8365,94109,15,0,21,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
8366,94107,15,0,2,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
8367,94102,15,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8368,94109,15,0,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8369,94105,15,0,20,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
8370,94117,15,0,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
8371,94109,15,0,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
8372,94117,15,0,1,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
8373,94124,15,0,20,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8374,94115,15,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
8375,94124,15,0,11,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
8376,94124,15,0,11,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
8377,94121,15,0,17,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,0
8378,94108,15,0,18,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,0
8379,94102,15,0,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
8380,94102,15,0,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8381,94112,15,0,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
8382,94124,15,0,12,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,4
8383,94110,15,0,20,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8384,94133,15,0,22,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
8385,94102,15,0,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8386,94122,14,6,17,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
8387,94102,14,6,1,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
8388,94109,14,6,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
8389,94110,14,6,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
8390,94103,14,6,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
8391,94118,14,6,10,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
